        Time
           0           0           0           0
 0.000305176  0.00305176           0 6.10352e-06
  0.00062561   0.0062561           0 1.25122e-05
 0.000930786  0.00930786           0 1.86157e-05
  0.00125122   0.0125122           0 2.50244e-05
  0.00157166   0.0157166           0 3.14331e-05
  0.00187683   0.0187683           0 3.75366e-05
  0.00219727   0.0219727           0 4.39453e-05
  0.00250244   0.0250244           0 5.00488e-05
  0.00282288   0.0282288           0 5.64575e-05
  0.00312805   0.0312805           0  6.2561e-05
  0.00344849   0.0344849           0 6.89697e-05
  0.00375366   0.0375366           0 7.50732e-05
   0.0040741    0.040741           0 8.14819e-05
  0.00439453   0.0439453           0 8.78906e-05
  0.00469971   0.0469971           0 9.39941e-05
  0.00502014   0.0502014           0 0.000100403
  0.00532532   0.0532532           0 0.000106506
  0.00564575   0.0564575           0 0.000112915
  0.00595093   0.0595093           0 0.000119019
  0.00627136   0.0627136           0 0.000125427
  0.00657654   0.0657654           0 0.000131531
  0.00689697   0.0689697           0 0.000137939
  0.00720215   0.0720215           0 0.000144043
  0.00752258   0.0752258           0 0.000150452
  0.00784302   0.0784302           0  0.00015686
  0.00814819   0.0814819           0 0.000162964
  0.00846863   0.0846863           0 0.000169373
   0.0087738    0.087738           0 0.000175476
  0.00909424   0.0909424           0 0.000181885
  0.00939941   0.0939941           0 0.000187988
  0.00971985   0.0971985           0 0.000194397
    0.010025     0.10025           0   0.0002005
   0.0103455    0.103455           0 0.000206909
   0.0106506    0.106506           0 0.000213013
   0.0109711    0.109711           0 0.000219421
   0.0112915    0.112915           0  0.00022583
   0.0115967    0.115967           0 0.000231934
   0.0119171    0.119171           0 0.000238342
   0.0122223    0.122223           0 0.000244446
   0.0125427    0.125427           0 0.000250854
   0.0128479    0.128479           0 0.000256958
   0.0131683    0.131683           0 0.000263367
   0.0134735    0.134735           0  0.00026947
   0.0137939    0.137939           0 0.000275879
   0.0140991    0.140991           0 0.000281982
   0.0144196    0.144196           0 0.000288391
     0.01474      0.1474           0   0.0002948
   0.0150452    0.150452           0 0.000300903
   0.0153656    0.153656           0 0.000307312
   0.0156708    0.156708           0 0.000313416
   0.0159912    0.159912           0 0.000319824
   0.0162964    0.162964           0 0.000325928
   0.0166168    0.166168           0 0.000332336
    0.016922     0.16922           0  0.00033844
   0.0172424    0.172424           0 0.000344849
   0.0175476    0.175476           0 0.000350952
    0.017868     0.17868           0 0.000357361
   0.0181885    0.181885           0  0.00036377
   0.0184937    0.184937           0 0.000369873
   0.0188141    0.188141           0 0.000376282
   0.0191193    0.191193           0 0.000382385
   0.0194397    0.194397           0 0.000388794
   0.0197449    0.197449           0 0.000394897
   0.0200653    0.200653           0 0.000401306
   0.0203705    0.203705           0  0.00040741
   0.0206909    0.206909           0 0.000413818
   0.0209961    0.209961           0 0.000419922
